Employment_Type,Education_Level,Job_Stability_Years,Family_Dependents,Monthly_Income,District,House_Ownership_Status,Vehicle_Ownership,Active_Bank_Accounts,Average_Monthly_Expenses,Existing_EMI_Burden,Emergency_Savings_Availability,Utility_Bill_Payment_Regularity,score_income,score_employment,score_education,score_job_stability,score_dependents,score_district,score_credit,score_sentiment,Repayment_Score,repayment_score_out_of_500,repayment_score_percent
Trader,10th,19.36,5,77559,Kamareddy,Rent,Car,1,25289,7951,No,Regularly Late,77.56,85.0,65.0,96.8,16.67,80.0,89.75,60.0,71.35,356.73,71.35
Farmer,Postgraduate,8.02,1,83226,Rangareddy,Own,Car,4,26341,3411,Yes,Always On Time,83.23,70.0,100.0,40.1,83.33,80.0,95.9,90.0,80.32,401.6,80.32
Gig Worker,10th,10.41,1,81959,Warangal,Own,2W,2,7946,15345,No,Sometimes Late,81.96,75.0,65.0,52.05,83.33,80.0,81.28,60.0,72.33,361.64,72.33
Government,Postgraduate,0.47,1,117472,Hyderabad,Family,2W,1,26301,21210,No,Sometimes Late,100.0,100.0,100.0,2.35,83.33,80.0,81.94,60.0,75.95,379.77,75.95
Government,Postgraduate,2.32,5,92801,Mancherial,Rent,2W,4,36579,11105,No,Sometimes Late,92.8,100.0,100.0,11.6,16.67,80.0,88.03,60.0,68.64,343.19,68.64
Labour,12th,7.69,0,47809,Karimnagar,Family,2W,2,17009,16977,Yes,Regularly Late,47.81,60.0,75.0,38.45,100.0,80.0,64.49,60.0,65.72,328.59,65.72
Government,12th,11.0,2,30779,Mahbubnagar,Own,Car,4,15548,1540,Yes,Always On Time,30.78,100.0,75.0,55.0,66.67,80.0,95.0,90.0,74.06,370.28,74.06
Farmer,12th,14.55,0,26459,Nizamabad,Own,None,1,3463,3010,Yes,Always On Time,26.46,70.0,75.0,72.75,100.0,80.0,88.62,90.0,75.35,376.77,75.35
Labour,12th,13.28,3,79242,Mancherial,Rent,Car,3,29668,29448,Yes,Regularly Late,79.24,60.0,75.0,66.4,50.0,80.0,62.84,60.0,66.69,333.43,66.69
Farmer,Postgraduate,12.84,0,13713,Mancherial,Own,Car,1,4735,3914,Yes,Regularly Late,13.71,70.0,100.0,64.2,100.0,80.0,71.46,60.0,69.92,349.61,69.92
Government,10th,4.54,2,38651,Siddipet,Rent,None,2,23143,11035,Yes,Regularly Late,38.65,100.0,65.0,22.7,66.67,80.0,71.45,60.0,63.06,315.29,63.06
Government,Graduate,18.82,3,12977,Nalgonda,Rent,Car,2,6595,3750,Yes,Always On Time,12.98,100.0,85.0,94.1,50.0,80.0,71.1,90.0,72.9,364.49,72.9
Government,12th,8.12,5,111611,Nizamabad,Own,Car,2,49442,25234,Yes,Sometimes Late,100.0,100.0,75.0,40.6,16.67,80.0,77.39,60.0,68.71,343.54,68.71
Labour,Graduate,3.01,1,110235,Mancherial,Family,2W,4,40001,21141,No,Always On Time,100.0,60.0,85.0,15.05,83.33,80.0,80.82,60.0,70.53,352.63,70.53
Trader,10th,5.75,0,17950,Mahabubabad,Rent,2W,3,4799,5853,No,Sometimes Late,17.95,85.0,65.0,28.75,100.0,80.0,67.39,60.0,63.01,315.06,63.01
Trader,Postgraduate,0.83,2,60493,Hyderabad,Rent,2W,2,4173,9479,Yes,Regularly Late,60.49,85.0,100.0,4.15,66.67,80.0,84.33,60.0,67.58,337.9,67.58
Government,Postgraduate,6.81,3,53847,Siddipet,Own,Car,3,32112,2580,Yes,Always On Time,53.85,100.0,100.0,34.05,50.0,80.0,95.21,90.0,75.39,376.94,75.39
Farmer,12th,9.4,5,14948,Medak,Family,None,2,4437,5703,Yes,Sometimes Late,14.95,70.0,75.0,47.0,16.67,80.0,61.85,60.0,53.18,265.92,53.18
Gig Worker,10th,1.34,0,20667,Adilabad,Family,2W,1,7638,9296,No,Sometimes Late,20.67,75.0,65.0,6.7,100.0,80.0,55.02,60.0,57.8,288.99,57.8
Gig Worker,Graduate,1.34,3,72614,Medak,Own,Car,4,4587,35423,Yes,Sometimes Late,72.61,75.0,85.0,6.7,50.0,80.0,51.22,60.0,60.07,300.33,60.07
Gig Worker,10th,0.09,5,105100,Medak,Rent,None,2,4686,24946,Yes,Regularly Late,100.0,75.0,65.0,0.45,16.67,80.0,76.26,60.0,59.17,295.86,59.17
Labour,Graduate,8.7,4,56838,Rangareddy,Family,2W,1,17091,3422,Yes,Always On Time,56.84,60.0,85.0,43.5,33.33,80.0,93.98,90.0,67.83,339.16,67.83
Farmer,12th,17.97,5,67171,Nizamabad,Rent,Car,1,28497,7339,Yes,Regularly Late,67.17,70.0,75.0,89.85,16.67,80.0,89.07,60.0,68.47,342.35,68.47
Gig Worker,12th,18.97,5,54394,Siddipet,Family,Car,2,30072,17929,Yes,Always On Time,54.39,75.0,75.0,94.85,16.67,80.0,67.04,90.0,69.12,345.59,69.12
Labour,Graduate,9.62,5,61297,Mahabubabad,Rent,None,1,3874,28763,Yes,Regularly Late,61.3,60.0,85.0,48.1,16.67,80.0,53.08,60.0,58.02,290.09,58.02
Farmer,Postgraduate,4.87,3,37278,Mahabubabad,Own,2W,3,10147,6122,No,Always On Time,37.28,70.0,100.0,24.35,50.0,80.0,83.58,60.0,63.15,315.75,63.15
Labour,12th,14.61,2,108249,Nizamabad,Own,2W,4,33830,53959,Yes,Sometimes Late,100.0,60.0,75.0,73.05,66.67,80.0,50.15,60.0,70.61,353.04,70.61
Farmer,12th,14.76,5,90024,Kamareddy,Rent,None,1,38843,44687,No,Always On Time,90.02,70.0,75.0,73.8,16.67,80.0,50.36,60.0,64.48,322.41,64.48
Trader,10th,6.33,1,34632,Nizamabad,Rent,None,2,8745,16804,No,Sometimes Late,34.63,85.0,65.0,31.65,83.33,80.0,51.48,60.0,61.39,306.93,61.39
Labour,12th,18.02,0,71151,Nalgonda,Rent,Car,4,16820,16199,Yes,Always On Time,71.15,60.0,75.0,90.1,100.0,80.0,77.23,90.0,80.44,402.18,80.44
Government,12th,15.27,2,80882,Warangal,Rent,Car,4,5395,30305,No,Sometimes Late,80.88,100.0,75.0,76.35,66.67,80.0,62.53,60.0,75.18,375.89,75.18
Gig Worker,12th,8.95,3,108555,Hyderabad,Family,None,2,15620,3877,No,Regularly Late,100.0,75.0,75.0,44.75,50.0,80.0,96.43,60.0,72.65,363.24,72.65
Trader,10th,9.87,5,30615,Hyderabad,Own,None,2,8303,7386,No,Sometimes Late,30.62,85.0,65.0,49.35,16.67,80.0,75.88,60.0,57.81,289.07,57.81
Trader,10th,12.61,5,58489,Medchal,Family,None,1,12154,8219,Yes,Sometimes Late,58.49,85.0,65.0,63.05,16.67,80.0,85.95,60.0,64.27,321.35,64.27
Government,12th,1.28,3,103257,Mahabubabad,Family,None,2,11425,13631,Yes,Regularly Late,100.0,100.0,75.0,6.4,50.0,80.0,86.8,60.0,69.77,348.87,69.77
Trader,Postgraduate,0.31,1,119599,Karimnagar,Rent,None,2,61557,55750,No,Sometimes Late,100.0,85.0,100.0,1.55,83.33,80.0,53.39,60.0,70.41,352.04,70.41
Trader,Postgraduate,17.44,5,45922,Bhadradri Kothagudem,Rent,Car,3,6252,5702,No,Always On Time,45.92,85.0,100.0,87.2,16.67,80.0,87.58,60.0,70.3,351.48,70.3
Gig Worker,Graduate,0.42,4,64064,Medchal,Family,None,3,36640,5139,No,Regularly Late,64.06,75.0,85.0,2.1,33.33,80.0,91.98,60.0,61.43,307.17,61.43
Labour,10th,19.0,2,36969,Jagtial,Own,None,2,11483,15385,No,Sometimes Late,36.97,60.0,65.0,95.0,66.67,80.0,58.39,60.0,65.25,326.26,65.25
Trader,12th,2.23,0,38249,Siddipet,Own,Car,1,11757,11921,Yes,Always On Time,38.25,85.0,75.0,11.15,100.0,80.0,68.83,90.0,68.53,342.65,68.53
Trader,Postgraduate,7.58,1,14564,Medchal,Family,2W,3,7019,4467,No,Sometimes Late,14.56,85.0,100.0,37.9,83.33,80.0,69.33,60.0,66.27,331.33,66.27
Labour,12th,14.56,0,67920,Khammam,Rent,2W,1,39865,29517,No,Sometimes Late,67.92,60.0,75.0,72.8,100.0,80.0,56.54,60.0,71.53,357.66,71.53
Labour,Postgraduate,15.45,3,50891,Medchal,Rent,2W,3,12005,10283,Yes,Regularly Late,50.89,60.0,100.0,77.25,50.0,80.0,79.79,60.0,69.74,348.71,69.74
Government,10th,11.79,3,75524,Bhadradri Kothagudem,Family,2W,1,11791,18576,No,Sometimes Late,75.52,100.0,65.0,58.95,50.0,80.0,75.4,60.0,70.61,353.05,70.61
Labour,12th,10.05,5,102759,Siddipet,Own,Car,3,46407,770,No,Sometimes Late,100.0,60.0,75.0,50.25,16.67,80.0,99.25,60.0,67.65,338.23,67.65
Trader,Postgraduate,15.69,4,54924,Medak,Rent,2W,2,9085,12534,No,Sometimes Late,54.92,85.0,100.0,78.45,33.33,80.0,77.18,60.0,71.11,355.55,71.11
Gig Worker,12th,15.91,5,82745,Medak,Own,None,1,5395,1961,Yes,Sometimes Late,82.74,75.0,75.0,79.55,16.67,80.0,97.63,60.0,70.82,354.12,70.82
Gig Worker,10th,4.71,2,68112,Karimnagar,Family,None,3,33406,12744,No,Regularly Late,68.11,75.0,65.0,23.55,66.67,80.0,81.29,60.0,64.95,324.76,64.95
Gig Worker,12th,19.46,3,77205,Warangal,Own,Car,4,30368,23001,Yes,Always On Time,77.2,75.0,75.0,97.3,50.0,80.0,70.21,90.0,76.84,384.2,76.84
Government,Postgraduate,10.4,1,36409,Mancherial,Own,2W,2,3880,8893,No,Regularly Late,36.41,100.0,100.0,52.0,83.33,80.0,75.58,60.0,73.41,367.07,73.41
Farmer,Postgraduate,1.31,1,82854,Jagtial,Rent,None,2,15970,17337,No,Always On Time,82.85,70.0,100.0,6.55,83.33,80.0,79.08,60.0,70.23,351.13,70.23
Government,Graduate,4.18,2,106979,Mancherial,Rent,Car,2,17438,48811,No,Sometimes Late,100.0,100.0,85.0,20.9,66.67,80.0,54.37,60.0,70.87,354.34,70.87
Gig Worker,Postgraduate,16.3,0,29325,Khammam,Rent,2W,3,13664,1582,Yes,Always On Time,29.33,75.0,100.0,81.5,100.0,80.0,94.61,90.0,81.3,406.52,81.3
Trader,Postgraduate,19.15,4,21466,Rangareddy,Own,2W,2,4652,4887,Yes,Regularly Late,21.47,85.0,100.0,95.75,33.33,80.0,77.23,60.0,69.1,345.49,69.1
Trader,10th,19.13,0,16293,Mahbubnagar,Family,Car,4,3655,6074,Yes,Regularly Late,16.29,85.0,65.0,95.65,100.0,80.0,62.72,60.0,70.58,352.92,70.58
Labour,12th,13.52,1,90092,Jagtial,Family,2W,3,30227,4176,No,Sometimes Late,90.09,60.0,75.0,67.6,83.33,80.0,95.36,60.0,76.42,382.12,76.42
Farmer,10th,1.78,4,98110,Karimnagar,Rent,2W,2,33924,18900,Yes,Always On Time,98.11,70.0,65.0,8.9,33.33,80.0,80.74,90.0,65.76,328.8,65.76
Farmer,12th,19.22,3,58648,Medak,Rent,2W,1,13323,9030,No,Always On Time,58.65,70.0,75.0,96.1,50.0,80.0,84.6,60.0,71.79,358.97,71.79
Farmer,10th,7.85,5,53708,Mahabubabad,Family,2W,1,16638,26334,No,Sometimes Late,53.71,70.0,65.0,39.25,16.67,80.0,50.97,60.0,54.45,272.25,54.45
Gig Worker,Graduate,12.8,1,46793,Medchal,Family,2W,3,10108,1957,No,Always On Time,46.79,75.0,85.0,64.0,83.33,80.0,95.82,60.0,73.74,368.72,73.74
Farmer,12th,6.26,5,55043,Medak,Family,2W,2,27533,15537,No,Always On Time,55.04,70.0,75.0,31.3,16.67,80.0,71.77,60.0,57.47,287.36,57.47
Trader,10th,0.6,4,52373,Hyderabad,Own,None,2,28406,7699,Yes,Always On Time,52.37,85.0,65.0,3.0,33.33,80.0,85.3,90.0,61.75,308.75,61.75
Trader,Postgraduate,5.73,0,96793,Nizamabad,Own,2W,2,34928,6700,Yes,Sometimes Late,96.79,85.0,100.0,28.65,100.0,80.0,93.08,60.0,80.44,402.2,80.44
Labour,10th,19.54,0,42395,Siddipet,Rent,None,2,22361,7779,No,Sometimes Late,42.4,60.0,65.0,97.7,100.0,80.0,81.65,60.0,73.34,366.72,73.34
Labour,10th,19.8,0,43400,Kamareddy,Rent,Car,1,8905,16752,Yes,Always On Time,43.4,60.0,65.0,99.0,100.0,80.0,61.4,90.0,74.85,374.25,74.85
Labour,Graduate,12.24,5,117352,Mancherial,Own,None,1,20377,56478,Yes,Regularly Late,100.0,60.0,85.0,61.2,16.67,80.0,51.87,60.0,64.34,321.71,64.34
Trader,Graduate,16.49,3,12626,Mahabubabad,Own,None,3,6626,1773,Yes,Always On Time,12.63,85.0,85.0,82.45,50.0,80.0,85.96,90.0,71.38,356.9,71.38
Government,Postgraduate,6.08,3,93312,Nalgonda,Rent,Car,2,37013,16790,Yes,Sometimes Late,93.31,100.0,100.0,30.4,50.0,80.0,82.01,60.0,74.46,372.32,74.46
Farmer,12th,10.38,3,62862,Jagtial,Own,Car,4,25034,16037,No,Sometimes Late,62.86,70.0,75.0,51.9,50.0,80.0,74.49,60.0,65.53,327.66,65.53
Trader,12th,9.98,1,20349,Medchal,Own,Car,4,4358,3516,No,Sometimes Late,20.35,85.0,75.0,49.9,83.33,80.0,82.72,60.0,67.04,335.19,67.04
Labour,Graduate,7.35,5,82106,Khammam,Own,None,2,39170,39504,No,Regularly Late,82.11,60.0,85.0,36.75,16.67,80.0,51.89,60.0,59.05,295.26,59.05
Farmer,12th,16.77,5,83272,Medchal,Own,None,1,3927,22877,Yes,Sometimes Late,83.27,70.0,75.0,83.85,16.67,80.0,72.53,60.0,67.66,338.32,67.66
Labour,12th,18.73,4,9189,Khammam,Own,None,4,5180,3842,Yes,Regularly Late,9.19,60.0,75.0,93.65,33.33,80.0,58.19,60.0,58.67,293.35,58.67
Labour,10th,16.22,4,28291,Karimnagar,Own,None,3,8680,6747,No,Always On Time,28.29,60.0,65.0,81.1,33.33,80.0,76.15,60.0,60.48,302.42,60.48
Trader,10th,18.66,5,72457,Karimnagar,Rent,2W,4,39491,4166,Yes,Always On Time,72.46,85.0,65.0,93.3,16.67,80.0,94.25,90.0,74.58,372.92,74.58
Gig Worker,Postgraduate,9.17,1,89521,Medchal,Own,Car,3,48967,39254,No,Sometimes Late,89.52,75.0,100.0,45.85,83.33,80.0,56.15,60.0,73.73,368.66,73.73
Farmer,10th,12.08,4,29432,Jagtial,Family,2W,4,16399,7803,No,Regularly Late,29.43,70.0,65.0,60.4,33.33,80.0,73.49,60.0,58.96,294.78,58.96
Farmer,Postgraduate,9.24,2,119105,Khammam,Rent,Car,2,45250,30429,Yes,Always On Time,100.0,70.0,100.0,46.2,66.67,80.0,74.45,90.0,78.41,392.07,78.41
Trader,Graduate,14.49,2,115068,Kamareddy,Rent,None,3,63843,28385,Yes,Always On Time,100.0,85.0,85.0,72.45,66.67,80.0,75.33,90.0,81.81,409.03,81.81
Labour,Graduate,2.59,5,23838,Nizamabad,Family,2W,4,7592,3111,Yes,Regularly Late,23.84,60.0,85.0,12.95,16.67,80.0,86.95,60.0,53.18,265.88,53.18
Gig Worker,10th,13.49,4,109168,Nalgonda,Own,Car,1,53973,1972,No,Regularly Late,100.0,75.0,65.0,67.45,33.33,80.0,98.19,60.0,72.37,361.86,72.37
Labour,12th,1.13,5,9435,Nizamabad,Rent,2W,1,4263,107,No,Regularly Late,9.44,60.0,75.0,5.65,16.67,80.0,98.87,60.0,50.7,253.51,50.7
Trader,Graduate,14.02,3,34831,Medak,Family,2W,3,11211,4569,Yes,Sometimes Late,34.83,85.0,85.0,70.1,50.0,80.0,86.88,60.0,68.98,344.88,68.98
Trader,Postgraduate,1.02,4,82551,Adilabad,Family,2W,1,34557,16119,Yes,Sometimes Late,82.55,85.0,100.0,5.1,33.33,80.0,80.47,60.0,65.81,329.04,65.81
Farmer,10th,3.01,2,40177,Nizamabad,Family,2W,3,16872,563,No,Always On Time,40.18,70.0,65.0,15.05,66.67,80.0,98.6,60.0,61.94,309.68,61.94
Farmer,12th,16.95,3,37592,Nizamabad,Own,None,2,17734,1139,Yes,Sometimes Late,37.59,70.0,75.0,84.75,50.0,80.0,96.97,60.0,69.29,346.45,69.29
Trader,12th,19.04,4,28488,Siddipet,Own,2W,2,13326,13060,No,Regularly Late,28.49,85.0,75.0,95.2,33.33,80.0,54.16,60.0,63.9,319.49,63.9
Government,Graduate,3.35,3,63855,Khammam,Own,2W,4,14768,7120,Yes,Sometimes Late,63.86,100.0,85.0,16.75,50.0,80.0,88.85,60.0,68.06,340.28,68.06
Government,10th,14.36,2,86161,Medak,Rent,Car,1,48307,33809,No,Regularly Late,86.16,100.0,65.0,71.8,66.67,80.0,60.76,60.0,73.8,368.99,73.8
Labour,12th,3.82,2,88667,Jagtial,Rent,None,1,45715,30136,No,Always On Time,88.67,60.0,75.0,19.1,66.67,80.0,66.01,60.0,64.43,322.15,64.43
Government,Postgraduate,11.85,5,19348,Adilabad,Rent,None,3,9959,7530,No,Always On Time,19.35,100.0,100.0,59.25,16.67,80.0,61.08,60.0,62.04,310.22,62.04
Trader,12th,5.25,4,74804,Warangal,Own,2W,4,31897,26142,No,Always On Time,74.8,85.0,75.0,26.25,33.33,80.0,65.05,60.0,62.43,312.15,62.43
Trader,Postgraduate,4.53,0,90872,Mahabubabad,Rent,2W,1,36494,2699,Yes,Regularly Late,90.87,85.0,100.0,22.65,100.0,80.0,97.03,60.0,79.44,397.22,79.44
Labour,Postgraduate,17.75,0,111825,Nalgonda,Family,None,3,46504,33615,Yes,Regularly Late,100.0,60.0,100.0,88.75,100.0,80.0,69.94,60.0,82.34,411.68,82.34
Trader,10th,13.4,3,14639,Medak,Family,2W,1,3385,1832,Yes,Regularly Late,14.64,85.0,65.0,67.0,50.0,80.0,87.49,60.0,63.64,318.2,63.64
Labour,12th,9.51,2,45325,Mahabubabad,Own,Car,4,19657,14587,No,Sometimes Late,45.32,60.0,75.0,47.55,66.67,80.0,67.82,60.0,62.79,313.97,62.79
Gig Worker,12th,5.41,2,44523,Mahabubabad,Own,None,3,11418,596,Yes,Sometimes Late,44.52,75.0,75.0,27.05,66.67,80.0,98.66,60.0,65.86,329.31,65.86
Government,10th,18.91,1,104216,Mahabubabad,Family,Car,3,23222,33145,Yes,Regularly Late,100.0,100.0,65.0,94.55,83.33,80.0,68.2,60.0,81.38,406.92,81.38
Farmer,10th,0.72,5,20916,Medak,Family,2W,4,7554,4357,Yes,Sometimes Late,20.92,70.0,65.0,3.6,16.67,80.0,79.17,60.0,49.42,247.1,49.42
Labour,Postgraduate,7.55,4,107414,Mahbubnagar,Family,2W,3,15497,50485,Yes,Always On Time,100.0,60.0,100.0,37.75,33.33,80.0,53.0,90.0,69.26,346.3,69.26
Farmer,10th,16.97,1,33499,Siddipet,Own,2W,3,17867,6619,Yes,Always On Time,33.5,70.0,65.0,84.85,83.33,80.0,80.24,90.0,73.37,366.83,73.37
Government,12th,19.41,1,83236,Karimnagar,Rent,None,2,23605,39707,Yes,Always On Time,83.24,100.0,75.0,97.05,83.33,80.0,52.3,90.0,82.61,413.07,82.61
Farmer,12th,15.43,3,66565,Karimnagar,Own,2W,3,21315,29805,Yes,Always On Time,66.56,70.0,75.0,77.15,50.0,80.0,55.22,90.0,70.49,352.46,70.49
Government,10th,13.38,5,81878,Nalgonda,Own,None,2,9495,26793,No,Always On Time,81.88,100.0,65.0,66.9,16.67,80.0,67.28,60.0,67.22,336.08,67.22
Labour,Postgraduate,0.86,2,27467,Siddipet,Own,None,3,9480,1160,No,Always On Time,27.47,60.0,100.0,4.3,66.67,80.0,95.78,60.0,61.78,308.88,61.78
Trader,Graduate,6.86,3,21568,Karimnagar,Own,Car,3,10847,9572,Yes,Sometimes Late,21.57,85.0,85.0,34.3,50.0,80.0,55.62,60.0,58.94,294.68,58.94
Farmer,Graduate,15.05,2,68380,Mahabubabad,Own,Car,3,38006,471,No,Sometimes Late,68.38,70.0,85.0,75.25,66.67,80.0,99.31,60.0,75.58,377.88,75.58
Farmer,12th,0.66,1,66030,Medchal,Rent,2W,4,30198,28536,Yes,Always On Time,66.03,70.0,75.0,3.3,83.33,80.0,56.78,90.0,65.56,327.78,65.56
Labour,12th,4.77,3,60663,Rangareddy,Family,None,3,33325,6276,No,Regularly Late,60.66,60.0,75.0,23.85,50.0,80.0,89.65,60.0,62.4,311.98,62.4
Government,Graduate,3.8,0,98126,Khammam,Own,None,1,26716,32909,No,Regularly Late,98.13,100.0,85.0,19.0,100.0,80.0,66.46,60.0,76.07,380.37,76.07
Labour,10th,10.86,0,55955,Mahabubabad,Own,None,4,10703,18663,Yes,Sometimes Late,55.96,60.0,65.0,54.3,100.0,80.0,66.65,60.0,67.74,338.69,67.74
Gig Worker,10th,1.06,3,47088,Rangareddy,Family,2W,2,20455,18340,No,Sometimes Late,47.09,75.0,65.0,5.3,50.0,80.0,61.05,60.0,55.43,277.15,55.43
Trader,Postgraduate,19.46,5,100545,Hyderabad,Family,2W,2,3673,42172,No,Always On Time,100.0,85.0,100.0,97.3,16.67,80.0,58.06,60.0,74.63,373.14,74.63
Government,Graduate,3.69,4,102798,Medchal,Own,None,3,28811,43970,No,Regularly Late,100.0,100.0,85.0,18.45,33.33,80.0,57.23,60.0,66.75,333.76,66.75
Labour,12th,19.47,0,34994,Rangareddy,Family,Car,2,15831,4398,Yes,Regularly Late,34.99,60.0,75.0,97.35,100.0,80.0,87.43,60.0,74.35,371.74,74.35
Farmer,10th,13.33,4,35195,Kamareddy,Own,None,1,3618,13046,Yes,Always On Time,35.2,70.0,65.0,66.65,33.33,80.0,62.93,90.0,62.89,314.44,62.89
Trader,Postgraduate,10.32,2,54724,Rangareddy,Own,2W,2,27615,26045,No,Regularly Late,54.72,85.0,100.0,51.6,66.67,80.0,52.41,60.0,68.8,344.0,68.8
Labour,12th,18.05,4,70540,Medak,Family,2W,2,20673,2159,No,Always On Time,70.54,60.0,75.0,90.25,33.33,80.0,96.94,60.0,70.76,353.79,70.76
Farmer,Graduate,6.91,4,18561,Kamareddy,Own,Car,2,6333,8044,Yes,Always On Time,18.56,70.0,85.0,34.55,33.33,80.0,56.66,90.0,58.51,292.57,58.51
Labour,10th,15.47,4,104586,Nalgonda,Rent,None,1,50683,38808,Yes,Regularly Late,100.0,60.0,65.0,77.35,33.33,80.0,62.89,60.0,67.32,336.61,67.32
Trader,Graduate,2.99,4,48747,Medchal,Own,Car,2,9731,11429,No,Regularly Late,48.75,85.0,85.0,14.95,33.33,80.0,76.55,60.0,60.45,302.24,60.45
Farmer,Postgraduate,1.88,0,57350,Mahabubabad,Family,None,3,7261,3444,Yes,Always On Time,57.35,70.0,100.0,9.4,100.0,80.0,93.99,90.0,75.09,375.47,75.09
Gig Worker,10th,18.81,4,52551,Medak,Family,Car,3,19959,2878,Yes,Sometimes Late,52.55,75.0,65.0,94.05,33.33,80.0,94.52,60.0,69.31,346.54,69.31
Government,Graduate,16.33,0,93366,Khammam,Family,None,2,21951,18658,No,Regularly Late,93.37,100.0,85.0,81.65,100.0,80.0,80.02,60.0,85.0,425.02,85.0
Labour,10th,15.45,3,97109,Khammam,Rent,2W,1,8602,27640,Yes,Sometimes Late,97.11,60.0,65.0,77.25,50.0,80.0,71.54,60.0,70.11,350.56,70.11
Gig Worker,Postgraduate,8.32,2,8523,Nalgonda,Family,None,2,3898,3689,Yes,Regularly Late,8.52,75.0,100.0,41.6,66.67,80.0,56.72,60.0,61.06,305.32,61.06
Government,12th,6.16,5,118605,Jagtial,Own,Car,4,30550,57452,Yes,Always On Time,100.0,100.0,75.0,30.8,16.67,80.0,51.56,90.0,68.0,340.02,68.0
Gig Worker,Graduate,0.24,0,21410,Hyderabad,Family,Car,1,5000,10445,Yes,Always On Time,21.41,75.0,85.0,1.2,100.0,80.0,51.22,90.0,62.98,314.89,62.98
Gig Worker,12th,6.88,0,59886,Nizamabad,Rent,Car,3,11115,105,Yes,Sometimes Late,59.89,75.0,75.0,34.4,100.0,80.0,99.82,60.0,73.01,365.07,73.01
Labour,12th,9.57,2,111138,Nizamabad,Own,2W,3,26524,11704,Yes,Regularly Late,100.0,60.0,75.0,47.85,66.67,80.0,89.47,60.0,72.37,361.87,72.37
Gig Worker,10th,3.0,2,60200,Mahbubnagar,Own,2W,2,12829,1940,Yes,Sometimes Late,60.2,75.0,65.0,15.0,66.67,80.0,96.78,60.0,64.83,324.15,64.83
Trader,12th,18.29,0,74579,Khammam,Own,2W,2,8245,10217,No,Sometimes Late,74.58,85.0,75.0,91.45,100.0,80.0,86.3,60.0,81.54,407.71,81.54
Trader,Graduate,11.46,0,75258,Medak,Own,Car,2,20711,9635,No,Regularly Late,75.26,85.0,85.0,57.3,100.0,80.0,87.2,60.0,78.72,393.6,78.72
Government,Postgraduate,10.2,2,20797,Jagtial,Rent,2W,4,7093,1358,Yes,Regularly Late,20.8,100.0,100.0,51.0,66.67,80.0,93.47,60.0,71.49,357.46,71.49
Government,10th,16.72,4,18846,Hyderabad,Own,2W,2,3916,2928,Yes,Regularly Late,18.85,100.0,65.0,83.6,33.33,80.0,84.46,60.0,65.66,328.28,65.66
Farmer,10th,6.75,4,57291,Medak,Family,None,4,12259,18832,No,Sometimes Late,57.29,70.0,65.0,33.75,33.33,80.0,67.13,60.0,58.31,291.57,58.31
Trader,Postgraduate,13.1,1,54052,Warangal,Family,Car,4,9719,834,No,Regularly Late,54.05,85.0,100.0,65.5,83.33,80.0,98.46,60.0,78.29,391.46,78.29
Government,10th,17.49,3,31559,Kamareddy,Own,Car,3,11313,12527,No,Always On Time,31.56,100.0,65.0,87.45,50.0,80.0,60.31,60.0,66.79,333.95,66.79
Gig Worker,10th,15.22,2,24192,Khammam,Family,Car,3,8441,6055,Yes,Always On Time,24.19,75.0,65.0,76.1,66.67,80.0,74.97,90.0,68.99,344.96,68.99
Government,Postgraduate,17.46,2,24616,Nizamabad,Family,None,1,6775,2820,Yes,Always On Time,24.62,100.0,100.0,87.3,66.67,80.0,88.54,90.0,79.64,398.2,79.64
Farmer,Postgraduate,6.88,1,15847,Jagtial,Rent,None,3,6105,6297,Yes,Regularly Late,15.85,70.0,100.0,34.4,83.33,80.0,60.27,60.0,62.98,314.9,62.98
Farmer,Graduate,1.27,0,91057,Jagtial,Own,Car,4,6009,44873,Yes,Regularly Late,91.06,70.0,85.0,6.35,100.0,80.0,50.72,60.0,67.89,339.45,67.89
Government,Graduate,9.88,5,103706,Jagtial,Rent,Car,2,61216,50237,Yes,Always On Time,100.0,100.0,85.0,49.4,16.67,80.0,51.56,90.0,71.58,357.89,71.58
Farmer,Graduate,19.36,4,49790,Rangareddy,Rent,2W,3,25649,16468,Yes,Regularly Late,49.79,70.0,85.0,96.8,33.33,80.0,66.93,60.0,67.73,338.66,67.73
Government,12th,7.41,3,36096,Hyderabad,Own,None,4,6431,16377,No,Always On Time,36.1,100.0,75.0,37.05,50.0,80.0,54.63,60.0,61.6,307.99,61.6
Farmer,10th,16.37,0,70883,Siddipet,Own,2W,1,33439,34775,No,Sometimes Late,70.88,70.0,65.0,81.85,100.0,80.0,50.94,60.0,72.33,361.67,72.33
Gig Worker,12th,19.6,1,89150,Mancherial,Rent,None,3,10778,27775,Yes,Regularly Late,89.15,75.0,75.0,98.0,83.33,80.0,68.84,60.0,78.67,393.33,78.67
Gig Worker,Graduate,4.59,3,42941,Siddipet,Rent,2W,1,11124,2377,No,Regularly Late,42.94,75.0,85.0,22.95,50.0,80.0,94.46,60.0,63.79,318.97,63.79
Government,Graduate,18.65,4,107653,Hyderabad,Own,Car,4,18139,22192,No,Sometimes Late,100.0,100.0,85.0,93.25,33.33,80.0,79.39,60.0,78.87,394.36,78.87
