employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Retired,10th,3.2,1,72639,Medchal,Family,None,1,24842,6797,Yes,Regularly Late,57.79,288.95
Trader,Primary,2.9,2,80803,Nalgonda,Family,Car,3,47162,4984,Yes,Regularly Late,58.08,290.4
Private,Primary,17.2,2,73000,Hyderabad,Rent,Car,2,57863,21434,No,Regularly Late,75.63,378.15
Farmer,10th,13.3,1,79251,Warangal,Family,2W,2,31061,34116,Yes,Sometimes Late,76.24,381.2
Labour,12th,4.9,1,12677,Bhadradri Kothagudem,Rent,None,1,33330,26774,No,Always On Time,30.36,151.8
Student,10th,13.1,2,67530,Nizamabad,Family,2W,1,42633,43555,No,Rarely Paid,66.75,333.75
Farmer,Graduate,0.9,4,47641,Khammam,Own,Car,4,11134,34033,No,Rarely Paid,31.84,159.2
Private,10th,16.8,2,52753,Warangal,Own,None,3,39709,24464,No,Regularly Late,64.91,324.55
Self-Employed,10th,0.6,4,36831,Jagtial,Own,None,1,5167,48398,Yes,Always On Time,25.98,129.9
Labour,Graduate,5.9,0,48992,Medchal,Rent,2W,4,11823,12264,No,Rarely Paid,53.35,266.75
Other,10th,18.4,1,42888,Mancherial,Rent,None,2,8065,23753,Yes,Regularly Late,65.71,328.55
Labour,Graduate,13.6,4,76575,Mancherial,Own,Car,4,37679,7161,No,Rarely Paid,65.35,326.75
Student,Postgraduate,4.8,4,25395,Nalgonda,Family,Car,3,36418,19573,No,Always On Time,26.56,132.8
Student,12th,8.5,3,21910,Warangal,Own,Car,4,12962,2667,Yes,Regularly Late,33.7,168.5
Private,Primary,1.6,2,81959,Kamareddy,Own,2W,1,58098,47723,Yes,Rarely Paid,56.71,283.55
Retired,Graduate,11.4,1,89370,Warangal,Own,2W,1,42903,32721,Yes,Regularly Late,78.45,392.25
Unemployed,10th,8.1,1,88310,Siddipet,Rent,Car,4,30720,9689,No,Rarely Paid,72.97,364.85
Self-Employed,12th,9.2,3,26647,Mahabubabad,Family,Car,1,28815,28994,No,Rarely Paid,37.12,185.6
Student,10th,9.3,1,69136,Mahabubabad,Own,Car,1,20260,42788,No,Always On Time,65.18,325.9
Gig Worker,12th,13.5,1,16191,Siddipet,Own,2W,1,37879,15228,No,Sometimes Late,45.01,225.05
Trader,Primary,15.6,0,80424,Nizamabad,Rent,Car,2,15920,41271,Yes,Rarely Paid,83.61,418.05
Student,Graduate,12.2,3,82149,Mahabubabad,Own,Car,4,59193,6944,Yes,Rarely Paid,69.37,346.85
Gig Worker,Graduate,14.9,5,65673,Rangareddy,Rent,None,4,11309,24806,No,Regularly Late,58.52,292.6
Private,Graduate,19.8,0,35287,Jagtial,Rent,None,4,25613,18608,Yes,Sometimes Late,67.34,336.7
Self-Employed,10th,16.3,0,39184,Kamareddy,Family,None,3,39594,12485,No,Always On Time,64.04,320.2
Private,Graduate,11.7,0,114559,Warangal,Own,2W,1,22135,15155,Yes,Always On Time,87.55,437.75
Unemployed,10th,9.9,1,38124,Hyderabad,Rent,None,4,52989,4593,Yes,Always On Time,50.58,252.9
Retired,Graduate,4.6,3,101855,Karimnagar,Rent,Car,4,36893,30991,Yes,Always On Time,66.9,334.5
Self-Employed,Primary,19.3,3,37168,Nalgonda,Family,Car,4,20269,8115,Yes,Sometimes Late,57.53,287.65
Unemployed,Primary,18.1,4,45242,Mahbubnagar,Rent,Car,3,36165,37137,Yes,Rarely Paid,56.44,282.2
Government,Postgraduate,18.6,5,46036,Siddipet,Own,2W,2,43188,12718,No,Rarely Paid,54.25,271.25
Trader,Postgraduate,18.2,0,113441,Warangal,Rent,2W,1,10191,1437,No,Regularly Late,97.3,486.5
Trader,12th,7.6,4,103159,Siddipet,Rent,None,2,18132,36091,Yes,Always On Time,68.07,340.35
Other,Graduate,15.1,0,45062,Khammam,Own,Car,4,26728,34288,Yes,Always On Time,65.18,325.9
Government,12th,2.0,0,15061,Bhadradri Kothagudem,Family,None,2,57349,27440,No,Regularly Late,30.53,152.65
Other,10th,14.6,5,79520,Hyderabad,Rent,Car,2,19840,6197,Yes,Regularly Late,64.99,324.95
Government,Graduate,17.2,1,73075,Nizamabad,Rent,Car,2,37895,35559,Yes,Rarely Paid,79.0,395.0
Self-Employed,Graduate,8.0,3,91783,Medchal,Rent,None,2,7630,41420,Yes,Always On Time,67.89,339.45
Labour,Postgraduate,6.3,5,36757,Hyderabad,Own,2W,1,51440,37738,Yes,Rarely Paid,31.16,155.8
Retired,Graduate,17.9,2,115457,Adilabad,Rent,Car,2,41358,21823,Yes,Rarely Paid,90.18,450.9
Trader,Graduate,13.9,3,55670,Jagtial,Rent,None,2,18985,13239,No,Rarely Paid,58.68,293.4
Other,Postgraduate,12.3,2,82933,Medak,Rent,Car,3,10199,14284,No,Regularly Late,73.25,366.25
Labour,Graduate,17.6,5,13642,Hyderabad,Rent,2W,3,21898,26017,No,Rarely Paid,36.55,182.75
Self-Employed,12th,14.8,5,71640,Rangareddy,Family,Car,2,25659,7587,No,Sometimes Late,61.35,306.75
Labour,12th,1.1,2,43283,Bhadradri Kothagudem,Own,None,4,35757,24307,Yes,Always On Time,36.62,183.1
Student,Postgraduate,9.2,2,97597,Adilabad,Own,Car,2,29977,23976,No,Regularly Late,75.93,379.65
Student,Postgraduate,13.8,5,27682,Nizamabad,Rent,2W,4,55657,8318,Yes,Rarely Paid,37.87,189.35
Retired,Graduate,15.3,4,36071,Adilabad,Own,2W,4,39149,31042,No,Regularly Late,47.65,238.25
Gig Worker,Graduate,17.0,0,95656,Kamareddy,Rent,Car,2,5185,38937,Yes,Sometimes Late,93.33,466.65
Government,10th,2.7,2,97682,Warangal,Own,Car,3,36116,1533,No,Regularly Late,66.22,331.1
Student,12th,1.1,3,65790,Medchal,Own,None,4,46638,46114,Yes,Always On Time,44.55,222.75
Private,12th,19.4,1,72172,Khammam,Own,None,1,30732,30699,No,Sometimes Late,81.85,409.25
Trader,Postgraduate,5.0,0,29424,Siddipet,Family,None,3,49639,6511,Yes,Always On Time,42.21,211.05
Labour,10th,16.5,3,59605,Rangareddy,Own,None,3,19103,16806,Yes,Always On Time,64.55,322.75
Retired,10th,7.4,4,22595,Khammam,Rent,None,3,56381,24838,Yes,Always On Time,29.06,145.3
Unemployed,12th,18.6,0,113038,Nizamabad,Own,2W,2,52900,37184,Yes,Always On Time,97.9,489.5
Student,10th,7.9,2,43699,Kamareddy,Family,None,1,4951,12040,Yes,Rarely Paid,47.03,235.15
Private,12th,4.5,1,95629,Khammam,Family,2W,4,23870,34732,No,Sometimes Late,71.23,356.15
Private,Postgraduate,0.8,4,88099,Nalgonda,Rent,Car,4,30125,48649,No,Always On Time,51.92,259.6
Private,Postgraduate,18.8,0,8823,Jagtial,Own,None,2,13052,22191,No,Rarely Paid,52.61,263.05
Retired,Primary,19.7,4,83848,Jagtial,Own,2W,3,21119,14799,Yes,Always On Time,78.14,390.7
Student,Postgraduate,0.0,1,30932,Nizamabad,Family,Car,4,20869,38548,Yes,Regularly Late,32.13,160.65
Retired,Primary,3.2,5,43900,Hyderabad,Family,2W,3,17786,40274,Yes,Regularly Late,30.08,150.4
Labour,Postgraduate,12.7,0,91533,Mancherial,Own,2W,4,59418,28551,No,Rarely Paid,84.82,424.1
Self-Employed,10th,6.5,1,96739,Kamareddy,Rent,2W,1,23149,12210,No,Regularly Late,74.79,373.95
Unemployed,Postgraduate,10.8,2,91799,Medak,Own,None,1,37901,44458,Yes,Sometimes Late,75.43,377.15
Government,Postgraduate,9.2,4,104086,Khammam,Own,Car,3,39590,34643,No,Regularly Late,70.47,352.35
Government,Postgraduate,9.3,4,109673,Nizamabad,Rent,None,3,16965,49395,No,Rarely Paid,70.62,353.1
Trader,Graduate,4.5,1,42001,Warangal,Rent,None,1,57468,10878,Yes,Regularly Late,44.42,222.1
Other,Graduate,12.0,2,30461,Mahbubnagar,Rent,2W,2,18362,18319,Yes,Rarely Paid,46.56,232.8
Government,12th,6.9,2,112697,Jagtial,Own,2W,3,20336,30238,No,Sometimes Late,73.68,368.4
Unemployed,12th,14.3,2,21228,Kamareddy,Family,None,3,34016,9387,Yes,Regularly Late,45.4,227.0
Gig Worker,Graduate,12.8,2,98554,Mancherial,Own,None,2,58804,22892,No,Regularly Late,81.81,409.05
Student,10th,11.6,1,21671,Jagtial,Family,None,3,57768,43416,No,Sometimes Late,44.9,224.5
Unemployed,12th,5.3,2,62207,Rangareddy,Own,None,4,57295,12541,Yes,Always On Time,52.39,261.95
Trader,10th,17.4,3,83902,Siddipet,Own,None,4,53217,38114,No,Always On Time,78.05,390.25
Government,10th,18.3,3,27116,Jagtial,Own,None,1,44870,14659,Yes,Rarely Paid,51.01,255.05
Labour,12th,2.3,3,97215,Khammam,Family,None,1,8650,13994,No,Regularly Late,62.06,310.3
Gig Worker,Graduate,0.5,1,37656,Mahbubnagar,Rent,None,3,45946,22971,Yes,Rarely Paid,36.24,181.2
Government,Postgraduate,7.2,1,21614,Rangareddy,Family,Car,3,7508,13647,Yes,Sometimes Late,38.27,191.35
Self-Employed,10th,1.4,0,101692,Hyderabad,Rent,None,1,22215,39080,Yes,Sometimes Late,72.1,360.5
Trader,Postgraduate,0.8,2,68465,Nalgonda,Rent,None,3,54455,25138,No,Rarely Paid,48.77,243.85
Retired,10th,4.2,4,37311,Nizamabad,Rent,None,1,35501,41778,Yes,Rarely Paid,31.62,158.1
Self-Employed,Graduate,17.4,3,56504,Nizamabad,Own,None,2,36535,10191,Yes,Sometimes Late,64.35,321.75
Farmer,Graduate,14.5,3,63023,Rangareddy,Own,2W,1,40502,3023,Yes,Sometimes Late,63.26,316.3
Gig Worker,Postgraduate,7.3,2,91446,Siddipet,Own,2W,4,47775,38914,Yes,Sometimes Late,70.01,350.05
Government,Primary,12.1,3,115819,Medak,Rent,Car,3,44182,34725,Yes,Rarely Paid,78.15,390.75
Retired,Postgraduate,7.1,5,102888,Bhadradri Kothagudem,Own,2W,2,5240,32658,No,Regularly Late,63.98,319.9
Farmer,Graduate,19.8,1,28169,Bhadradri Kothagudem,Family,2W,2,20849,11734,No,Regularly Late,60.45,302.25
Trader,Postgraduate,11.3,0,11524,Hyderabad,Own,Car,1,18299,2681,Yes,Rarely Paid,42.71,213.55
Government,Graduate,7.2,0,39489,Jagtial,Own,2W,1,53106,31295,No,Always On Time,50.54,252.7
Gig Worker,Graduate,1.9,1,18212,Medchal,Family,Car,3,23451,12786,No,Rarely Paid,28.62,143.1
Trader,10th,12.6,4,84357,Medchal,Rent,None,3,15215,12523,No,Always On Time,67.75,338.75
Gig Worker,Graduate,5.7,3,29697,Siddipet,Own,None,3,41755,18245,Yes,Always On Time,33.4,167.0
Other,Graduate,6.2,0,67109,Mancherial,Own,Car,4,30149,40621,Yes,Sometimes Late,62.85,314.25
Farmer,12th,4.0,5,99684,Karimnagar,Rent,None,1,12848,19325,Yes,Always On Time,59.18,295.9
Trader,Primary,3.3,5,95464,Hyderabad,Own,2W,1,21339,36222,No,Rarely Paid,56.02,280.1
Unemployed,12th,5.7,0,49344,Rangareddy,Rent,Car,1,24420,44808,Yes,Always On Time,53.22,266.1
Gig Worker,Postgraduate,16.6,3,64733,Nalgonda,Own,2W,4,23428,9982,No,Sometimes Late,67.27,336.35
Labour,12th,13.9,1,56951,Hyderabad,Rent,2W,1,16797,35303,Yes,Rarely Paid,65.99,329.95
Self-Employed,10th,7.8,2,26745,Medak,Rent,None,4,51895,31499,Yes,Sometimes Late,38.41,192.05
Other,12th,3.8,4,68439,Nizamabad,Family,2W,4,6549,38240,Yes,Sometimes Late,46.59,232.95
Retired,10th,5.9,4,86375,Adilabad,Family,None,3,8497,5777,Yes,Always On Time,58.7,293.5
Student,12th,5.1,2,57809,Hyderabad,Family,2W,4,25220,49307,Yes,Regularly Late,49.89,249.45
Retired,Graduate,0.3,4,114894,Mahabubabad,Rent,Car,3,51337,28965,Yes,Sometimes Late,57.12,285.6
Government,10th,16.0,2,73420,Kamareddy,Rent,None,2,38187,42355,No,Rarely Paid,74.04,370.2
Retired,Graduate,0.7,1,69355,Medchal,Own,2W,2,55966,31196,No,Sometimes Late,52.39,261.95
Retired,12th,2.3,0,108156,Mahabubabad,Family,2W,1,51771,30767,Yes,Rarely Paid,73.45,367.25
Gig Worker,Primary,15.2,2,87371,Mancherial,Family,2W,2,55659,70,No,Sometimes Late,79.82,399.1
Private,10th,12.0,3,63936,Jagtial,Family,Car,4,11800,9284,Yes,Always On Time,59.97,299.85
Other,Graduate,7.7,5,57623,Warangal,Rent,2W,3,36465,37854,No,Regularly Late,43.69,218.45
Gig Worker,Primary,10.1,5,86131,Karimnagar,Family,Car,2,4296,21581,Yes,Sometimes Late,61.55,307.75
Trader,12th,9.9,2,72194,Nizamabad,Own,None,1,56096,16880,Yes,Regularly Late,64.28,321.4
Unemployed,10th,15.0,5,78600,Hyderabad,Rent,2W,3,18935,45512,Yes,Rarely Paid,65.13,325.65
Other,12th,10.2,1,119066,Hyderabad,Own,Car,4,27777,8836,No,Sometimes Late,81.97,409.85
Labour,Graduate,9.7,4,85161,Karimnagar,Own,Car,3,25441,26226,Yes,Always On Time,63.8,319.0
Unemployed,Primary,0.4,5,83561,Siddipet,Rent,None,1,4566,9528,No,Regularly Late,45.71,228.55
Retired,Primary,11.2,0,119808,Khammam,Own,2W,3,38571,18674,No,Rarely Paid,86.8,434.0
Gig Worker,Postgraduate,15.6,5,79399,Siddipet,Own,2W,3,46531,30498,No,Always On Time,66.43,332.15
Other,Primary,14.7,5,99731,Mahbubnagar,Rent,2W,2,13647,25682,No,Sometimes Late,75.25,376.25
Farmer,12th,15.4,3,17814,Medak,Own,None,4,51724,9110,Yes,Always On Time,42.01,210.05
Other,Primary,14.7,0,12620,Mahabubabad,Own,Car,1,17928,19377,Yes,Rarely Paid,48.36,241.8
Student,Graduate,12.4,0,56667,Khammam,Family,2W,4,59900,7405,Yes,Rarely Paid,66.93,334.65
Other,Postgraduate,8.2,1,76807,Siddipet,Rent,2W,2,12408,9652,No,Regularly Late,67.37,336.85
Farmer,Graduate,7.0,4,107105,Mahabubabad,Own,None,4,57996,18975,Yes,Rarely Paid,67.17,335.85
Government,Postgraduate,2.2,3,56826,Hyderabad,Rent,2W,1,44151,22302,Yes,Rarely Paid,41.71,208.55
Government,Primary,0.1,0,101705,Medchal,Own,Car,4,35852,11722,No,Rarely Paid,70.15,350.75
Other,10th,11.6,1,91911,Karimnagar,Family,2W,2,44011,4059,No,Always On Time,80.02,400.1
Retired,Primary,18.3,3,104897,Adilabad,Own,2W,1,47608,37972,Yes,Sometimes Late,87.45,437.25
Labour,Primary,5.1,2,64567,Hyderabad,Own,Car,2,23384,14898,Yes,Sometimes Late,53.27,266.35
Other,Postgraduate,3.3,0,47899,Khammam,Family,None,1,24764,38959,No,Rarely Paid,48.9,244.5
Government,10th,17.2,1,78333,Mancherial,Family,Car,4,46803,45343,No,Sometimes Late,81.63,408.15
Self-Employed,Graduate,8.5,0,36100,Warangal,Family,2W,3,45756,24653,No,Sometimes Late,50.8,254.0
Government,Graduate,9.2,0,24296,Khammam,Family,None,4,3326,11997,Yes,Always On Time,45.95,229.75
Self-Employed,Graduate,6.2,4,115634,Medchal,Family,Car,3,17987,2955,No,Regularly Late,65.97,329.85
Student,Primary,14.7,0,64843,Hyderabad,Rent,Car,3,57609,22269,Yes,Always On Time,74.47,372.35
Self-Employed,Postgraduate,18.0,2,42009,Mancherial,Own,2W,3,34691,30783,Yes,Sometimes Late,61.34,306.7
Private,Postgraduate,13.3,5,67372,Nalgonda,Family,None,4,57306,9637,Yes,Rarely Paid,56.97,284.85
Other,12th,7.1,4,46417,Mahbubnagar,Own,None,3,35123,2865,Yes,Always On Time,40.53,202.65
Student,Graduate,19.1,2,42394,Jagtial,Family,2W,2,34307,9200,No,Always On Time,63.18,315.9
Student,Postgraduate,4.8,5,74048,Nalgonda,Family,None,2,48691,48716,No,Sometimes Late,47.56,237.8
Student,Postgraduate,13.0,2,10549,Jagtial,Own,None,1,50935,29217,Yes,Rarely Paid,38.11,190.55
Farmer,12th,3.6,0,54527,Bhadradri Kothagudem,Rent,None,1,14876,36879,No,Sometimes Late,52.66,263.3
Unemployed,Primary,4.6,0,67800,Mahbubnagar,Rent,2W,1,4034,1017,No,Always On Time,60.8,304.0
Farmer,Primary,8.2,2,72630,Medchal,Rent,None,2,38483,31528,Yes,Sometimes Late,61.95,309.75
Student,Primary,13.0,4,49507,Warangal,Family,2W,1,52144,17906,Yes,Always On Time,50.92,254.6
Farmer,Postgraduate,2.3,4,63663,Karimnagar,Family,Car,4,42545,44893,No,Sometimes Late,41.95,209.75
Gig Worker,10th,9.4,1,95275,Warangal,Family,2W,2,28240,30626,No,Regularly Late,78.4,392.0
Trader,Postgraduate,15.6,4,46215,Hyderabad,Own,Car,2,28969,13218,No,Regularly Late,53.17,265.85
Self-Employed,Postgraduate,9.3,0,103800,Medak,Own,None,3,23380,2669,Yes,Rarely Paid,83.95,419.75
Private,Graduate,1.7,2,14042,Medak,Rent,None,3,52147,47120,Yes,Sometimes Late,22.9,114.5
Labour,Graduate,19.9,4,80692,Mancherial,Family,Car,1,48017,38013,No,Rarely Paid,76.86,384.3
Government,Graduate,9.7,0,44280,Medchal,Rent,None,1,35528,2451,No,Sometimes Late,56.69,283.45
Government,Primary,13.8,2,43934,Jagtial,Rent,Car,1,3080,26564,No,Regularly Late,56.0,280.0
Gig Worker,10th,2.6,2,56858,Warangal,Own,None,2,50292,17605,Yes,Sometimes Late,45.66,228.3
Labour,12th,19.0,3,98853,Rangareddy,Family,Car,4,10867,49396,Yes,Regularly Late,87.93,439.65
Retired,10th,7.8,0,47048,Hyderabad,Family,2W,4,32492,9396,Yes,Sometimes Late,55.22,276.1
Private,Primary,11.7,2,102994,Jagtial,Family,2W,1,51728,1375,Yes,Always On Time,80.88,404.4
Self-Employed,Graduate,8.8,2,115423,Kamareddy,Family,None,3,40387,9302,No,Always On Time,76.53,382.65
Gig Worker,12th,17.3,4,20287,Siddipet,Own,Car,3,49057,44415,No,Sometimes Late,42.76,213.8
Gig Worker,Postgraduate,4.1,2,12067,Mahabubabad,Family,None,1,6970,48350,Yes,Rarely Paid,25.52,127.6
Labour,Postgraduate,10.9,3,116500,Medak,Family,2W,4,52194,6005,No,Rarely Paid,76.35,381.75
Labour,Postgraduate,16.3,3,66801,Hyderabad,Family,2W,3,35646,12950,No,Sometimes Late,67.85,339.25
Trader,12th,16.6,1,38126,Kamareddy,Family,None,4,10177,2503,No,Regularly Late,60.63,303.15
Labour,10th,17.9,0,54013,Rangareddy,Family,Car,3,42156,37164,Yes,Always On Time,73.86,369.3
Student,10th,16.3,1,101361,Mahbubnagar,Rent,Car,1,44776,34299,No,Regularly Late,91.12,455.6
Self-Employed,Primary,16.5,5,31143,Khammam,Rent,Car,1,52710,39623,Yes,Rarely Paid,43.65,218.25
Trader,10th,18.4,5,117638,Mahabubabad,Own,2W,2,52578,10687,No,Rarely Paid,80.93,404.65
Student,10th,11.4,0,38978,Mahabubabad,Rent,Car,1,27022,19955,Yes,Always On Time,56.59,282.95
Private,Primary,12.8,3,66508,Kamareddy,Rent,Car,4,37437,49479,Yes,Rarely Paid,62.45,312.25
Retired,Primary,2.8,1,86992,Karimnagar,Rent,Car,2,48342,13824,No,Sometimes Late,64.36,321.8
Unemployed,Primary,17.3,2,55085,Mancherial,Rent,2W,1,54835,34158,Yes,Always On Time,66.83,334.15
Self-Employed,Graduate,17.2,1,74449,Medak,Family,2W,3,57168,46447,No,Sometimes Late,79.69,398.45
Self-Employed,Primary,11.1,5,31499,Rangareddy,Family,2W,4,34857,7788,No,Rarely Paid,35.73,178.65
Trader,10th,8.8,0,109525,Warangal,Own,2W,2,51352,34100,Yes,Rarely Paid,83.2,416.0
Farmer,Graduate,3.3,4,107537,Medchal,Own,2W,4,54695,617,Yes,Always On Time,61.62,308.1
Retired,12th,18.8,2,60143,Khammam,Family,None,1,41585,26197,No,Always On Time,71.6,358.0
Other,12th,5.1,4,33822,Nalgonda,Rent,2W,3,12772,6243,No,Regularly Late,31.23,156.15
Farmer,Primary,2.3,2,90719,Bhadradri Kothagudem,Rent,None,4,34340,2109,No,Sometimes Late,62.14,310.7
Gig Worker,Postgraduate,11.9,5,116156,Kamareddy,Rent,None,2,50101,9380,Yes,Sometimes Late,71.18,355.9
Self-Employed,12th,19.9,4,11101,Nalgonda,Family,None,2,10788,6662,Yes,Rarely Paid,42.07,210.35
Unemployed,Primary,10.9,0,109109,Siddipet,Own,2W,4,37549,10067,No,Regularly Late,86.35,431.75
Farmer,Graduate,5.8,0,42338,Mancherial,Rent,Car,2,30567,2212,Yes,Regularly Late,49.87,249.35
Self-Employed,10th,10.8,5,57339,Nizamabad,Family,Car,2,22878,45165,No,Always On Time,48.2,241.0
Trader,12th,6.7,1,106936,Siddipet,Rent,None,2,15219,46179,Yes,Sometimes Late,76.72,383.6
Farmer,Postgraduate,17.3,3,119144,Nalgonda,Own,2W,3,16364,7596,Yes,Regularly Late,85.95,429.75
Private,12th,8.2,5,33986,Mancherial,Own,None,3,18566,18821,Yes,Sometimes Late,32.63,163.15
Self-Employed,Primary,2.2,4,115671,Khammam,Rent,None,3,55464,22555,No,Always On Time,59.97,299.85
Private,10th,18.5,0,62255,Rangareddy,Rent,None,3,32690,12655,Yes,Rarely Paid,78.88,394.4
Unemployed,Primary,10.3,1,20184,Mahbubnagar,Family,None,4,56199,42673,Yes,Rarely Paid,42.21,211.05
Gig Worker,Graduate,1.0,0,63508,Bhadradri Kothagudem,Rent,None,4,40932,9461,No,Always On Time,53.25,266.25
Self-Employed,Postgraduate,14.2,5,92421,Mahbubnagar,Family,Car,4,26020,32854,No,Sometimes Late,70.84,354.2
Other,12th,10.9,0,25469,Nizamabad,Own,None,3,31031,18417,Yes,Always On Time,49.08,245.4
Government,12th,17.1,4,47425,Khammam,Own,2W,2,25259,45120,Yes,Regularly Late,56.03,280.15
Other,Primary,2.5,5,116519,Mahabubabad,Rent,2W,1,10952,46036,Yes,Rarely Paid,57.08,285.4
Gig Worker,Primary,13.5,3,53205,Medchal,Own,Car,1,47948,4921,No,Rarely Paid,56.85,284.25
Labour,Primary,15.8,0,64681,Mahbubnagar,Own,Car,1,58337,19614,No,Always On Time,76.04,380.2
Farmer,10th,17.5,4,9664,Warangal,Family,2W,3,43362,24481,Yes,Regularly Late,37.75,188.75
Farmer,Primary,6.9,4,10041,Bhadradri Kothagudem,Rent,2W,3,7448,5115,Yes,Always On Time,22.04,110.2
Trader,10th,4.9,1,16788,Warangal,Own,2W,3,56116,48543,No,Sometimes Late,32.41,162.05
Private,Primary,6.2,3,92228,Siddipet,Rent,None,2,54454,9836,Yes,Regularly Late,65.41,327.05
Retired,Postgraduate,3.2,5,59121,Nizamabad,Family,None,1,19239,17061,No,Always On Time,37.69,188.45
Student,10th,16.8,0,25926,Karimnagar,Rent,Car,4,21209,45951,Yes,Regularly Late,58.16,290.8
Private,Primary,3.7,4,102479,Nizamabad,Family,Car,1,22553,20656,Yes,Rarely Paid,62.22,311.1
Unemployed,Primary,6.2,0,113737,Mahbubnagar,Rent,Car,2,9453,28343,No,Sometimes Late,79.3,396.5
Retired,Postgraduate,18.9,4,41027,Siddipet,Rent,Car,4,47644,919,Yes,Rarely Paid,55.53,277.65
Government,Primary,17.5,0,14955,Kamareddy,Family,None,4,4609,13941,Yes,Always On Time,53.73,268.65
Trader,12th,3.8,5,21880,Kamareddy,Family,Car,2,46148,39991,No,Always On Time,19.97,99.85
Retired,10th,17.3,4,37774,Jagtial,Family,2W,3,10509,2986,No,Regularly Late,51.5,257.5
Government,Primary,19.7,4,45313,Mahbubnagar,Own,2W,2,16307,49908,No,Rarely Paid,58.87,294.35
Gig Worker,10th,14.9,5,44211,Jagtial,Family,2W,3,41839,3769,No,Rarely Paid,47.79,238.95
Government,Primary,8.8,3,118485,Hyderabad,Family,2W,4,15175,40732,Yes,Rarely Paid,73.2,366.0
Gig Worker,12th,7.3,1,117251,Bhadradri Kothagudem,Rent,2W,1,24051,29600,Yes,Regularly Late,77.62,388.1
Self-Employed,12th,6.0,5,43292,Khammam,Own,Car,2,44745,3913,No,Always On Time,33.98,169.9
Unemployed,Primary,1.3,3,97756,Bhadradri Kothagudem,Own,None,4,36735,40888,Yes,Regularly Late,60.83,304.15
Labour,10th,14.2,1,98819,Khammam,Own,Car,3,53700,18339,No,Always On Time,87.38,436.9
Retired,Primary,0.3,0,114983,Siddipet,Rent,Car,4,33562,35651,Yes,Sometimes Late,70.45,352.25
Other,12th,14.4,3,81990,Nizamabad,Rent,2W,4,37091,36243,No,Regularly Late,72.59,362.95
Government,Graduate,16.0,0,48852,Mahabubabad,Family,2W,4,50853,24152,No,Sometimes Late,68.43,342.15
Government,10th,14.2,2,40298,Siddipet,Own,2W,2,20305,28284,Yes,Rarely Paid,54.78,273.9
Student,Postgraduate,16.2,5,58686,Warangal,Own,2W,2,35724,30668,No,Rarely Paid,56.98,284.9
Private,10th,12.3,0,111971,Jagtial,Family,2W,2,36026,3026,No,Sometimes Late,88.45,442.25
Private,Graduate,16.5,1,99460,Hyderabad,Family,Car,3,11710,46842,Yes,Regularly Late,91.15,455.75
Private,Primary,16.6,1,8590,Mancherial,Own,2W,3,38541,1987,No,Rarely Paid,45.86,229.3
Student,Postgraduate,14.6,1,33872,Medak,Own,2W,1,9144,9495,Yes,Rarely Paid,55.5,277.5
Farmer,12th,5.0,4,88065,Rangareddy,Rent,None,3,24325,13111,Yes,Regularly Late,58.2,291.0
Gig Worker,12th,14.2,3,50366,Nalgonda,Rent,2W,1,51401,8804,Yes,Always On Time,56.48,282.4
Student,Postgraduate,12.3,1,34490,Khammam,Rent,Car,2,25441,20838,No,Always On Time,52.36,261.8
Student,Graduate,4.0,3,110552,Adilabad,Own,Car,4,55051,26933,Yes,Sometimes Late,66.0,330.0
Private,Graduate,11.9,1,98000,Nizamabad,Own,2W,3,43907,29537,No,Rarely Paid,83.52,417.6
Self-Employed,10th,17.4,2,55743,Rangareddy,Family,None,4,54379,29684,Yes,Always On Time,67.3,336.5
Private,Graduate,4.2,2,55275,Jagtial,Rent,None,3,13314,41711,Yes,Always On Time,47.27,236.35
Other,12th,1.5,4,115666,Karimnagar,Rent,2W,2,24014,36988,No,Always On Time,58.92,294.6
Self-Employed,Postgraduate,8.1,1,117098,Khammam,Family,Car,1,40038,36543,No,Always On Time,78.82,394.1
Labour,Postgraduate,17.7,4,104962,Jagtial,Own,Car,3,39055,33088,Yes,Rarely Paid,83.22,416.1
Farmer,Postgraduate,9.9,1,117421,Rangareddy,Rent,None,4,28416,20578,No,Always On Time,81.52,407.6
Labour,10th,12.8,5,68595,Jagtial,Rent,None,3,11079,10746,No,Rarely Paid,56.83,284.15
Government,Postgraduate,16.1,3,12988,Adilabad,Family,Car,3,45921,22818,No,Rarely Paid,40.64,203.2
Labour,Primary,11.0,2,91253,Mahbubnagar,Rent,Car,3,13693,654,Yes,Regularly Late,75.46,377.3
Unemployed,Postgraduate,7.9,0,106765,Mancherial,Family,None,4,38726,1473,Yes,Sometimes Late,81.85,409.25
Retired,10th,8.2,3,64014,Kamareddy,Family,None,4,23926,10940,No,Sometimes Late,54.31,271.55
