employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Labour,Postgraduate,13.79,3,96982,Warangal,Own,Car,1,54561,22917,Yes,Regularly Late,79.18,384.9
Labour,Postgraduate,4.93,2,72542,Mancherial,Own,Car,2,42821,7011,Yes,Rarely Paid,57.0,261.0
Gig Worker,12th,6.24,1,8220,Siddipet,Family,Car,4,7108,4646,No,Sometimes Late,30.14,135.7
Trader,Primary,10.45,5,51663,Rangareddy,Family,2W,1,19689,7787,No,Regularly Late,44.84,243.2
Trader,Postgraduate,4.55,0,16150,Siddipet,Rent,Car,3,7717,38054,No,Rarely Paid,34.9,171.5
Gig Worker,Primary,13.35,4,57966,Siddipet,Own,Car,3,23578,22972,No,Sometimes Late,55.67,262.35
Farmer,12th,1.59,1,15161,Siddipet,Family,2W,3,18475,9421,Yes,Sometimes Late,26.63,110.15
Gig Worker,12th,7.57,2,111108,Siddipet,Own,2W,3,57579,42091,No,Always On Time,74.69,352.45
Government,Postgraduate,9.77,3,109612,Jagtial,Rent,Car,4,55564,47617,No,Regularly Late,74.65,350.25
Trader,12th,17.59,4,88950,Rangareddy,Family,Car,1,33829,5278,No,Sometimes Late,77.53,399.65
Government,Primary,9.63,4,75377,Medak,Own,2W,3,17692,43254,No,Regularly Late,58.8,281.0
Labour,10th,18.07,2,81623,Jagtial,Family,Car,4,22415,49966,Yes,Always On Time,81.25,422.25
Trader,10th,6.85,1,99845,Nalgonda,Family,2W,3,24644,9437,Yes,Sometimes Late,76.86,377.3
Government,10th,1.78,3,21583,Warangal,Rent,None,3,22872,34036,Yes,Always On Time,23.46,131.3
Gig Worker,10th,13.1,0,36852,Bhadradri Kothagudem,Family,Car,4,8721,31119,Yes,Rarely Paid,58.08,314.4
Government,Postgraduate,8.55,2,83656,Siddipet,Family,2W,1,58840,17677,Yes,Rarely Paid,67.99,348.95
Farmer,12th,12.14,2,29106,Jagtial,Own,None,2,18608,30770,No,Rarely Paid,46.1,228.5
Trader,10th,17.88,0,14603,Khammam,Family,Car,1,45423,23612,No,Always On Time,54.12,268.6
Gig Worker,Graduate,19.73,2,71766,Nalgonda,Own,2W,1,6174,19657,No,Sometimes Late,78.81,385.05
Government,Primary,9.32,1,94742,Rangareddy,Family,Car,2,41924,14539,Yes,Regularly Late,78.02,404.1
Labour,Primary,0.82,3,51935,Kamareddy,Family,None,2,21988,44563,Yes,Regularly Late,37.2,170.0
Trader,Primary,0.83,4,109857,Medchal,Own,None,1,19375,41127,Yes,Rarely Paid,57.91,265.55
Trader,10th,3.73,3,111853,Medak,Own,Car,2,42974,43200,No,Always On Time,65.59,345.95
Government,Postgraduate,14.78,3,101827,Kamareddy,Family,None,4,28108,49972,Yes,Always On Time,82.17,407.85
Unemployed,10th,17.19,1,36052,Khammam,Family,Car,4,55627,41164,No,Sometimes Late,60.48,282.4
Unemployed,10th,16.32,5,68906,Jagtial,Family,2W,2,28278,26029,Yes,Sometimes Late,62.27,287.35
Farmer,Postgraduate,17.1,2,18407,Hyderabad,Own,None,2,14628,1429,Yes,Always On Time,48.19,235.95
Gig Worker,Graduate,9.01,0,38533,Medchal,Family,None,2,59643,40342,No,Regularly Late,52.78,272.9
Government,10th,13.01,4,37323,Karimnagar,Rent,2W,1,19500,33485,Yes,Always On Time,44.84,247.2
Gig Worker,Postgraduate,5.23,4,55900,Hyderabad,Family,2W,2,49445,13061,Yes,Always On Time,42.46,215.3
Trader,Graduate,6.66,2,119218,Mahbubnagar,Rent,None,1,30323,39939,No,Sometimes Late,73.32,347.6
Government,Postgraduate,8.18,2,103876,Medchal,Family,2W,1,35413,31803,Yes,Sometimes Late,75.6,381.0
Labour,Graduate,4.25,0,76914,Medak,Family,Car,4,27411,45793,Yes,Sometimes Late,64.83,335.15
Trader,Primary,17.67,4,55356,Hyderabad,Family,2W,3,9393,21674,Yes,Always On Time,60.85,301.25
Labour,Primary,9.56,5,101010,Khammam,Family,None,4,27520,16766,No,Sometimes Late,67.67,345.35
Farmer,Graduate,5.61,0,17521,Rangareddy,Family,Car,4,54623,16052,Yes,Always On Time,37.18,167.9
Trader,Postgraduate,6.64,1,81137,Nalgonda,Rent,2W,2,3647,44975,No,Rarely Paid,67.2,322.0
Unemployed,12th,13.7,3,67296,Mahbubnagar,Own,2W,2,20092,29800,Yes,Always On Time,64.2,341.0
Gig Worker,10th,15.8,5,95008,Khammam,Family,Car,2,12127,39889,No,Always On Time,74.54,394.7
Government,Primary,11.6,0,115477,Siddipet,Family,None,3,45388,13527,Yes,Always On Time,87.4,421.0
Government,Graduate,11.98,0,36981,Siddipet,Family,Car,1,48115,38329,No,Always On Time,56.46,271.3
Unemployed,12th,7.94,1,113403,Bhadradri Kothagudem,Family,2W,3,59518,32802,Yes,Always On Time,78.58,390.9
Unemployed,10th,16.18,1,37400,Medchal,Own,None,2,55032,25003,No,Regularly Late,59.64,298.2
Labour,Postgraduate,2.52,2,29139,Rangareddy,Own,Car,4,30445,17101,No,Always On Time,31.68,179.4
Farmer,Graduate,7.73,4,107160,Adilabad,Own,Car,1,40995,27135,Yes,Always On Time,68.26,357.3
Gig Worker,Postgraduate,17.43,4,33139,Karimnagar,Rent,None,1,27202,28267,Yes,Rarely Paid,49.38,259.9
Unemployed,10th,11.42,4,8026,Mancherial,Family,None,2,44646,28794,Yes,Regularly Late,27.81,116.05
Trader,12th,12.94,0,114760,Hyderabad,Rent,2W,2,10098,7492,No,Regularly Late,89.41,423.05
Government,12th,1.31,3,108502,Kamareddy,Rent,2W,4,56061,17322,Yes,Always On Time,61.96,289.8
Trader,12th,16.16,5,41601,Nizamabad,Family,Car,1,55952,27478,No,Always On Time,48.37,236.85
Gig Worker,10th,14.76,0,117401,Karimnagar,Rent,Car,2,59097,16598,Yes,Rarely Paid,92.14,443.7
Farmer,Primary,13.3,4,59265,Medchal,Own,None,2,56884,17667,Yes,Regularly Late,56.25,265.25
Trader,10th,18.21,3,43002,Khammam,Own,Car,2,10467,39364,No,Regularly Late,58.82,304.1
Labour,Primary,5.3,4,91963,Medchal,Own,2W,3,57631,4169,Yes,Rarely Paid,60.6,280.0
Labour,12th,7.99,5,101946,Kamareddy,Own,Car,2,18337,1354,No,Rarely Paid,65.32,341.6
Unemployed,10th,11.49,3,36576,Hyderabad,Rent,Car,1,18761,23298,Yes,Sometimes Late,45.52,225.6
Gig Worker,12th,9.71,1,44276,Hyderabad,Family,2W,4,46200,45444,Yes,Rarely Paid,53.37,262.85
Labour,Primary,12.35,0,114325,Khammam,Own,None,1,4608,2448,Yes,Regularly Late,88.52,465.6
Labour,10th,7.01,1,63815,Warangal,Family,2W,4,38068,48490,Yes,Rarely Paid,59.09,283.45
Labour,Graduate,5.7,4,8805,Medchal,Family,2W,1,12907,19332,Yes,Sometimes Late,19.62,114.1
Farmer,Graduate,11.49,0,46457,Karimnagar,Own,None,3,33846,8714,No,Regularly Late,60.46,321.3
Government,Graduate,2.67,3,32205,Adilabad,Family,None,3,21309,468,Yes,Regularly Late,30.11,168.55
Farmer,Graduate,15.0,4,44707,Nizamabad,Own,2W,1,26729,11293,Yes,Sometimes Late,51.52,258.6
Labour,12th,3.93,3,23186,Medak,Rent,Car,1,3100,36469,Yes,Rarely Paid,27.49,144.45
Farmer,Primary,2.93,4,118971,Hyderabad,Rent,None,2,31574,30797,Yes,Rarely Paid,61.06,301.3
Gig Worker,Primary,0.67,1,71975,Mancherial,Family,2W,4,22644,24791,No,Sometimes Late,53.66,271.3
Trader,10th,14.24,4,80194,Medchal,Own,None,2,42563,32428,Yes,Sometimes Late,68.12,333.6
Farmer,10th,5.52,5,95096,Nalgonda,Rent,None,4,29347,49351,Yes,Sometimes Late,59.16,288.8
Government,12th,10.81,3,102862,Mancherial,Family,Car,3,35958,35692,Yes,Rarely Paid,76.22,361.1
Trader,Postgraduate,4.69,5,19711,Medchal,Rent,2W,3,24670,26566,Yes,Sometimes Late,20.22,120.1
Government,Primary,10.55,0,33127,Khammam,Own,Car,4,52530,40132,Yes,Regularly Late,52.39,254.95
Government,Postgraduate,14.85,1,102404,Medak,Family,None,3,19683,9258,No,Regularly Late,88.94,431.7
Gig Worker,Primary,3.43,5,15247,Medak,Rent,2W,4,43008,20184,No,Sometimes Late,16.1,80.5
Unemployed,Postgraduate,16.54,3,96337,Mahbubnagar,Rent,Car,2,45338,29429,Yes,Sometimes Late,82.98,410.9
Unemployed,Graduate,19.41,4,22033,Jagtial,Rent,2W,1,28153,15873,Yes,Always On Time,46.8,229.0
Labour,10th,17.79,2,11463,Mahabubabad,Rent,Car,3,28450,37308,Yes,Rarely Paid,45.75,238.75
Labour,10th,16.15,0,29652,Warangal,Own,None,3,41099,39726,Yes,Always On Time,59.05,271.25
Labour,Postgraduate,10.58,1,52309,Siddipet,Rent,None,3,4095,31458,Yes,Sometimes Late,58.69,314.45
Gig Worker,Primary,11.29,3,25882,Jagtial,Family,None,2,13511,19255,No,Regularly Late,39.88,217.4
Labour,Primary,7.9,1,107459,Karimnagar,Family,2W,1,24333,46226,No,Always On Time,78.52,396.6
Unemployed,Primary,16.17,1,107492,Siddipet,Rent,Car,2,30867,30904,No,Sometimes Late,90.92,455.6
Labour,10th,5.02,1,77528,Nalgonda,Rent,2W,1,6757,34677,No,Sometimes Late,62.96,295.8
Labour,Graduate,15.24,2,30785,Siddipet,Family,2W,3,5291,41697,No,Always On Time,51.59,251.95
Gig Worker,10th,12.35,5,44491,Siddipet,Own,Car,1,35914,26706,Yes,Sometimes Late,44.1,244.5
Government,10th,10.97,0,9516,Nizamabad,Family,2W,2,41190,32742,No,Always On Time,41.21,211.05
Unemployed,Primary,15.91,3,63279,Kamareddy,Own,Car,2,3881,45152,No,Regularly Late,65.5,324.5
Labour,Graduate,18.67,5,75292,Nizamabad,Family,Car,2,32708,2636,Yes,Always On Time,68.98,331.9
Labour,Primary,0.75,0,24032,Warangal,Family,Car,1,24653,21344,Yes,Regularly Late,33.14,156.7
Labour,Primary,5.15,1,53765,Hyderabad,Own,None,3,20921,10291,No,Regularly Late,51.27,234.35
Government,Primary,6.86,4,14281,Mahbubnagar,Rent,None,4,27966,28190,No,Sometimes Late,24.1,108.5
Government,10th,19.36,2,85704,Rangareddy,Rent,Car,4,18482,91,Yes,Regularly Late,85.23,420.15
Labour,Graduate,18.63,2,28223,Hyderabad,Own,None,2,37659,28707,No,Rarely Paid,55.39,263.95
Gig Worker,12th,19.66,0,19603,Khammam,Rent,None,1,52143,14739,No,Rarely Paid,59.29,273.45
Gig Worker,12th,11.0,0,83158,Warangal,Own,None,3,5216,28364,Yes,Sometimes Late,78.08,390.4
Gig Worker,Postgraduate,10.14,5,66733,Jagtial,Rent,Car,2,50588,3270,Yes,Always On Time,51.91,259.55
Gig Worker,Graduate,12.76,5,80088,Nizamabad,Own,None,3,25940,17916,No,Sometimes Late,62.52,304.6
Government,12th,12.94,3,58946,Khammam,Own,Car,3,31554,36526,Yes,Rarely Paid,58.88,300.4
Unemployed,Postgraduate,12.51,2,112300,Nizamabad,Own,Car,4,13129,32613,Yes,Always On Time,82.1,398.5
Government,Primary,9.02,0,29878,Nalgonda,Own,2W,4,13161,20975,Yes,Rarely Paid,48.47,263.35
Farmer,10th,5.74,5,47117,Karimnagar,Family,2W,1,18334,49790,No,Always On Time,35.5,154.5
Labour,12th,19.05,0,52254,Rangareddy,Own,2W,3,12717,38573,No,Sometimes Late,74.7,348.5
Unemployed,Postgraduate,17.05,1,13742,Nizamabad,Family,Car,2,25301,45087,Yes,Always On Time,49.11,245.55
Government,Graduate,10.42,2,21890,Jagtial,Own,None,2,7787,30498,No,Rarely Paid,39.91,197.55
Labour,Graduate,19.62,4,51694,Medak,Rent,Car,2,13835,18208,No,Sometimes Late,61.94,332.7
Government,10th,17.24,3,64645,Bhadradri Kothagudem,Own,2W,4,43618,40099,Yes,Always On Time,68.18,349.9
Trader,Postgraduate,17.6,4,13313,Jagtial,Family,2W,4,52963,34410,No,Sometimes Late,39.72,186.6
Gig Worker,12th,11.82,1,55603,Adilabad,Rent,Car,4,16287,2965,No,Rarely Paid,62.2,288.0
Labour,12th,2.9,2,48468,Mancherial,Own,Car,3,17616,40508,No,Always On Time,41.92,196.6
Trader,Graduate,17.55,3,95761,Kamareddy,Family,None,1,33552,18466,No,Sometimes Late,84.21,442.05
Labour,Postgraduate,6.87,3,26694,Nalgonda,Family,Car,2,58418,41587,Yes,Regularly Late,33.65,192.25
Farmer,Postgraduate,15.79,3,111621,Hyderabad,Family,2W,1,49162,27862,No,Rarely Paid,83.69,406.45
Labour,10th,7.06,3,40020,Mancherial,Rent,Car,3,30903,38379,Yes,Always On Time,40.6,198.0
Gig Worker,Graduate,18.06,4,53094,Nalgonda,Family,2W,4,7254,9149,No,Sometimes Late,60.3,301.5
Farmer,Postgraduate,15.8,1,93064,Nalgonda,Family,None,3,58727,7783,No,Always On Time,86.9,411.5
Farmer,10th,16.77,2,9080,Medak,Family,Car,1,59159,28640,No,Rarely Paid,43.03,229.15
Unemployed,Graduate,3.25,5,47788,Rangareddy,Own,2W,2,8428,14765,Yes,Sometimes Late,32.1,138.5
Government,Primary,12.33,4,27469,Mancherial,Family,2W,3,36908,26325,Yes,Always On Time,38.9,204.5
Farmer,Postgraduate,4.92,3,109514,Kamareddy,Rent,Car,3,50539,1214,No,Regularly Late,67.38,353.9
Farmer,12th,19.01,4,96245,Nalgonda,Own,Car,1,39685,22763,Yes,Rarely Paid,83.3,391.5
Government,10th,17.97,1,62343,Jagtial,Own,Car,2,29679,22483,No,Rarely Paid,74.79,387.95
Government,10th,14.49,1,79476,Hyderabad,Own,2W,3,17697,5177,Yes,Sometimes Late,78.14,411.7
Trader,Primary,11.87,1,106038,Mancherial,Rent,None,1,23308,24102,No,Always On Time,84.47,429.35
Labour,Postgraduate,17.7,2,73498,Nizamabad,Rent,2W,2,17796,41679,No,Rarely Paid,76.63,364.15
Trader,10th,0.31,3,91718,Nizamabad,Family,None,3,17869,172,Yes,Always On Time,56.32,266.6
Government,12th,19.05,1,78047,Mahabubabad,Own,2W,1,14317,49474,No,Always On Time,84.27,422.35
Farmer,10th,10.07,3,113115,Medak,Rent,None,3,44189,17248,Yes,Regularly Late,75.11,363.55
Government,10th,3.44,0,110749,Mancherial,Family,Car,2,39853,44458,Yes,Always On Time,75.16,371.8
Gig Worker,Postgraduate,11.74,3,51306,Mahabubabad,Family,2W,3,41838,16269,No,Rarely Paid,53.26,256.3
Trader,Primary,8.71,1,23531,Medak,Family,None,4,14064,3901,Yes,Rarely Paid,41.5,227.5
Gig Worker,Graduate,17.44,2,28759,Nalgonda,Family,None,1,59704,36610,No,Rarely Paid,53.87,255.35
Gig Worker,10th,18.26,5,82131,Bhadradri Kothagudem,Family,None,3,9229,7774,No,Regularly Late,71.79,381.95
Farmer,12th,18.52,4,81291,Bhadradri Kothagudem,Own,None,1,27115,16496,No,Regularly Late,75.09,395.45
Labour,Primary,0.98,1,32222,Rangareddy,Own,Car,3,17152,41832,Yes,Always On Time,34.25,155.25
Gig Worker,Graduate,7.6,4,99140,Rangareddy,Own,Car,1,18442,14798,Yes,Sometimes Late,67.64,336.2
Farmer,12th,4.99,3,56115,Medak,Own,Car,3,31281,34757,No,Rarely Paid,45.54,247.7
Government,Primary,11.67,2,43533,Nalgonda,Rent,None,4,22948,8678,No,Sometimes Late,52.6,255.0
Unemployed,10th,0.13,5,63936,Karimnagar,Rent,2W,2,6819,7526,No,Regularly Late,35.5,173.5
Labour,Graduate,10.67,3,30288,Mahbubnagar,Own,None,1,7927,28010,No,Always On Time,41.15,188.75
Gig Worker,Primary,19.91,3,95363,Kamareddy,Rent,2W,3,45474,16471,No,Always On Time,87.55,428.75
Unemployed,Postgraduate,19.52,3,87167,Rangareddy,Family,2W,4,40895,44325,No,Regularly Late,82.86,426.3
Trader,12th,15.86,4,117532,Khammam,Rent,2W,1,5094,7788,Yes,Rarely Paid,80.46,416.3
Farmer,10th,10.49,0,73367,Medak,Own,None,1,36984,2212,No,Always On Time,72.42,349.1
Labour,Graduate,18.46,2,86156,Siddipet,Family,2W,4,28573,21267,Yes,Always On Time,84.1,444.5
Government,Graduate,9.86,0,107171,Kamareddy,Family,2W,3,40736,760,No,Sometimes Late,84.79,434.95
Trader,Postgraduate,13.55,1,38418,Adilabad,Own,2W,4,36928,7561,No,Always On Time,56.2,261.0
Government,Primary,13.21,1,116587,Hyderabad,Own,2W,1,54808,4011,No,Sometimes Late,86.48,427.4
Unemployed,Graduate,16.05,3,98920,Karimnagar,Rent,None,2,55686,34031,Yes,Sometimes Late,83.53,427.65
Trader,10th,18.51,1,78634,Adilabad,Own,2W,3,32636,19026,Yes,Regularly Late,83.75,399.75
Unemployed,12th,0.51,0,34489,Medak,Rent,Car,1,24914,18913,Yes,Rarely Paid,38.01,200.05
Unemployed,Postgraduate,16.47,5,41417,Rangareddy,Rent,2W,1,48160,20211,No,Sometimes Late,48.75,242.75
Gig Worker,Postgraduate,13.72,5,29212,Jagtial,Rent,None,3,7460,6177,Yes,Sometimes Late,38.52,177.6
Labour,Graduate,5.31,5,96364,Adilabad,Family,2W,3,9754,25946,No,Sometimes Late,59.48,315.4
Unemployed,Graduate,17.34,2,113519,Hyderabad,Family,2W,4,24761,38272,Yes,Sometimes Late,89.34,434.7
Labour,10th,9.22,0,106569,Jagtial,Family,2W,4,46920,35045,Yes,Regularly Late,83.83,438.15
Farmer,Graduate,3.03,0,79720,Adilabad,Own,None,1,11644,38009,No,Rarely Paid,64.41,325.05
Gig Worker,Primary,0.41,3,103961,Nalgonda,Family,None,2,51785,33819,Yes,Sometimes Late,60.61,287.05
Unemployed,Postgraduate,13.34,1,61770,Medchal,Own,2W,1,28636,3760,No,Sometimes Late,67.56,361.8
Farmer,Graduate,1.53,4,93040,Khammam,Rent,None,3,27428,28032,Yes,Sometimes Late,55.48,299.4
Trader,12th,10.06,2,87627,Hyderabad,Own,Car,3,34663,45940,No,Sometimes Late,72.24,340.2
Trader,12th,14.44,1,30343,Mahbubnagar,Family,None,3,19034,6422,Yes,Sometimes Late,53.5,249.5
Government,10th,10.21,5,68195,Mancherial,Rent,Car,3,53290,40593,Yes,Sometimes Late,52.75,283.75
Unemployed,Graduate,2.44,3,103909,Medak,Rent,Car,1,57528,47518,No,Always On Time,63.66,297.3
Farmer,10th,19.09,3,106070,Medak,Rent,Car,4,19272,31225,Yes,Rarely Paid,88.63,441.15
Trader,Primary,19.71,2,43099,Jagtial,Rent,2W,3,46819,29919,No,Rarely Paid,64.45,336.25
Labour,Primary,16.03,5,32369,Jagtial,Family,2W,3,36183,16716,Yes,Rarely Paid,43.56,217.8
Gig Worker,10th,6.52,3,99560,Bhadradri Kothagudem,Rent,Car,1,28502,42969,Yes,Regularly Late,69.56,327.8
Trader,Primary,10.95,5,56703,Nalgonda,Rent,Car,1,16453,46067,No,Sometimes Late,48.11,230.55
Unemployed,12th,18.77,2,102198,Rangareddy,Own,Car,4,20252,7903,No,Regularly Late,91.49,467.45
Unemployed,Graduate,15.17,3,13226,Jagtial,Own,Car,2,39351,45962,Yes,Rarely Paid,39.37,182.85
Unemployed,Graduate,1.7,4,12822,Nalgonda,Rent,2W,3,59494,33710,No,Regularly Late,15.63,63.15
Trader,Postgraduate,5.24,0,67419,Khammam,Own,2W,3,6455,9228,Yes,Rarely Paid,61.57,284.85
Gig Worker,10th,0.53,1,97211,Warangal,Rent,2W,3,29897,26739,No,Sometimes Late,66.07,348.35
Government,Postgraduate,10.3,2,66351,Kamareddy,Rent,2W,3,37206,46883,Yes,Regularly Late,61.96,320.8
Gig Worker,12th,13.22,0,110256,Bhadradri Kothagudem,Own,None,1,53734,18774,Yes,Sometimes Late,89.83,429.15
Unemployed,10th,1.18,1,89154,Mancherial,Own,None,2,29892,26558,Yes,Rarely Paid,63.01,308.05
Gig Worker,Primary,5.85,1,9310,Karimnagar,Family,None,2,32507,25577,Yes,Always On Time,30.1,142.5
Government,12th,10.96,1,12746,Hyderabad,Family,None,3,19204,26880,Yes,Rarely Paid,39.48,187.4
Gig Worker,10th,3.99,5,43791,Mancherial,Own,Car,4,28722,2459,No,Sometimes Late,31.21,153.05
Government,Postgraduate,7.77,1,86562,Medchal,Family,2W,4,35284,38851,Yes,Always On Time,71.6,375.0
Labour,12th,7.99,0,31984,Hyderabad,Family,None,2,38936,16785,Yes,Sometimes Late,47.98,250.9
Government,12th,14.67,2,34356,Kamareddy,Own,2W,2,52607,38632,Yes,Regularly Late,52.52,245.6
Trader,Primary,5.14,5,68959,Mahabubabad,Family,2W,1,56457,43563,No,Sometimes Late,45.52,204.6
Gig Worker,Postgraduate,10.95,4,71960,Warangal,Own,2W,3,54249,41148,Yes,Sometimes Late,59.07,277.35
Labour,Graduate,15.06,1,88693,Mahabubabad,Rent,2W,1,47789,18068,No,Always On Time,83.6,430.0
Trader,12th,3.5,5,41586,Kamareddy,Own,None,4,7267,18220,No,Rarely Paid,29.38,124.9
Government,Postgraduate,7.23,1,76096,Jagtial,Own,Car,4,38643,33111,Yes,Regularly Late,65.56,313.8
Government,12th,7.59,4,100550,Medak,Rent,None,3,50172,24441,Yes,Rarely Paid,68.05,358.25
Labour,Primary,5.84,5,92736,Mahabubabad,Rent,Car,2,5622,36484,No,Always On Time,58.46,297.3
Trader,Primary,18.54,3,90672,Khammam,Rent,None,2,52895,19780,No,Rarely Paid,83.15,414.75
Farmer,12th,18.37,2,110752,Siddipet,Rent,Car,1,33530,14394,Yes,Regularly Late,90.89,444.45
Labour,Postgraduate,1.06,2,113838,Bhadradri Kothagudem,Family,None,3,38154,33934,Yes,Sometimes Late,64.92,340.6
Unemployed,Postgraduate,9.62,1,114643,Medchal,Family,None,4,6719,28823,No,Rarely Paid,81.1,393.5
Unemployed,Postgraduate,11.28,5,78773,Mahabubabad,Own,Car,4,31430,22811,Yes,Regularly Late,59.64,285.2
Farmer,Postgraduate,1.26,0,58709,Medchal,Own,None,4,20573,38815,Yes,Rarely Paid,51.24,271.2
Gig Worker,Graduate,17.09,5,81571,Mancherial,Own,None,3,37448,12755,Yes,Always On Time,69.75,329.75
Labour,Primary,10.55,0,96397,Bhadradri Kothagudem,Family,2W,2,8729,32780,Yes,Always On Time,84.02,406.1
Labour,Graduate,19.75,5,42844,Medchal,Rent,Car,1,50406,29345,No,Sometimes Late,54.38,282.9
Government,10th,13.63,5,67408,Adilabad,Family,2W,4,14305,22348,No,Sometimes Late,57.48,311.4
Labour,Primary,7.8,1,47396,Hyderabad,Rent,None,4,56649,16874,Yes,Regularly Late,52.06,238.3
Gig Worker,Postgraduate,19.52,2,59866,Nizamabad,Family,None,2,26739,37765,No,Rarely Paid,72.55,338.75
Labour,Postgraduate,3.48,3,92304,Kamareddy,Family,2W,1,24714,49174,No,Always On Time,61.37,315.85
Farmer,Primary,5.99,2,28087,Hyderabad,Own,None,1,6255,14646,Yes,Rarely Paid,36.36,199.8
Farmer,12th,18.35,0,63986,Siddipet,Rent,Car,3,45052,27774,No,Always On Time,79.52,374.6
Labour,10th,7.3,3,114958,Warangal,Rent,Car,3,31031,3532,Yes,Regularly Late,70.95,332.75
Trader,10th,1.11,3,66813,Siddipet,Family,2W,2,10280,45175,Yes,Sometimes Late,45.07,237.35
Labour,12th,3.64,5,23746,Nizamabad,Own,None,2,26564,46844,Yes,Always On Time,20.67,89.35
Unemployed,Primary,5.76,3,22808,Adilabad,Own,None,2,22373,44497,No,Always On Time,30.04,143.2
Unemployed,Postgraduate,6.31,0,69974,Mancherial,Own,None,3,4163,6461,No,Sometimes Late,64.45,306.25
Labour,Primary,0.05,4,51532,Mahabubabad,Rent,None,2,57831,21907,No,Regularly Late,32.51,137.55
Gig Worker,10th,3.73,1,86240,Hyderabad,Family,None,2,36048,5426,No,Sometimes Late,65.38,317.9
Trader,Postgraduate,16.0,2,119168,Bhadradri Kothagudem,Rent,Car,3,41421,14897,Yes,Rarely Paid,87.33,426.65
Farmer,Postgraduate,16.18,2,117316,Mahbubnagar,Rent,None,3,58430,2704,No,Always On Time,87.6,421.0
Government,Primary,6.6,1,61292,Nalgonda,Own,None,1,6934,5560,No,Always On Time,57.21,269.05
Farmer,10th,13.26,4,48953,Mancherial,Own,None,3,9004,28722,Yes,Regularly Late,51.03,238.15
Gig Worker,Postgraduate,7.94,1,111896,Mancherial,Own,Car,2,20617,16403,No,Rarely Paid,78.58,378.9
Government,Graduate,19.95,5,92167,Nizamabad,Family,2W,1,34646,6369,Yes,Regularly Late,79.34,411.7
Farmer,Postgraduate,8.12,4,22800,Warangal,Rent,Car,1,29979,1070,Yes,Regularly Late,30.25,140.25
Labour,10th,10.58,2,76078,Hyderabad,Rent,None,1,9641,7657,No,Sometimes Late,67.24,312.2
Farmer,Primary,1.33,1,74864,Bhadradri Kothagudem,Rent,2W,1,31060,46459,No,Sometimes Late,56.09,265.45
Government,Graduate,4.11,2,44360,Mancherial,Family,2W,3,19522,43798,No,Always On Time,41.68,193.4
Unemployed,Postgraduate,10.83,1,34088,Medchal,Own,2W,2,26120,23272,Yes,Always On Time,49.96,231.8
Government,12th,6.85,2,100807,Mahbubnagar,Rent,Car,1,9368,41686,No,Rarely Paid,73.61,374.05
Farmer,10th,2.24,2,15741,Adilabad,Family,Car,1,22016,41486,No,Always On Time,24.56,102.8
Trader,10th,16.85,5,8013,Adilabad,Family,Car,2,6843,31216,Yes,Sometimes Late,32.61,157.05
Farmer,Primary,11.32,0,88752,Rangareddy,Rent,None,2,20700,28196,No,Sometimes Late,81.36,419.8
Gig Worker,Graduate,12.58,0,19335,Nalgonda,Rent,2W,3,37234,40810,No,Regularly Late,48.54,251.7
Unemployed,Graduate,16.36,1,31541,Rangareddy,Family,Car,3,33306,14989,Yes,Rarely Paid,56.98,266.9
Trader,12th,13.25,4,65349,Mahabubabad,Family,Car,1,54734,12209,No,Rarely Paid,59.22,320.1
Unemployed,Primary,6.06,2,46267,Warangal,Family,2W,1,22245,38571,Yes,Sometimes Late,45.56,250.8
Government,Graduate,3.23,1,118252,Adilabad,Own,Car,2,40986,8614,No,Always On Time,71.51,374.55
Gig Worker,Graduate,14.18,4,65563,Khammam,Rent,2W,1,38207,18160,No,Rarely Paid,60.72,311.6
Gig Worker,10th,3.18,4,8523,Khammam,Family,2W,2,57871,49917,Yes,Sometimes Late,15.7,71.5
Labour,Graduate,1.85,4,78872,Mahbubnagar,Rent,2W,1,34091,32924,No,Regularly Late,48.88,225.4
Farmer,12th,14.37,0,110638,Khammam,Own,2W,1,10745,34468,Yes,Rarely Paid,91.55,462.75
Farmer,12th,1.32,0,49025,Medchal,Own,2W,2,57558,43482,No,Always On Time,46.49,224.45
Unemployed,10th,3.26,4,96815,Adilabad,Rent,2W,3,26775,3775,Yes,Regularly Late,59.96,313.8
Unemployed,Primary,2.4,1,95391,Nizamabad,Family,None,1,18587,23104,Yes,Always On Time,67.96,327.8
Unemployed,Postgraduate,4.26,3,93251,Mahbubnagar,Rent,2W,1,55115,5476,No,Always On Time,63.02,328.1
Farmer,Graduate,13.53,4,26127,Medchal,Own,Car,3,26905,6572,Yes,Sometimes Late,40.03,210.15
Labour,Primary,8.11,2,100445,Khammam,Rent,Car,1,22142,32088,Yes,Rarely Paid,75.5,368.5
